good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Ребёнок летит.,Ребёнок летит шутку.,Ребёнок,Ребёнок,шутку,intransitive_verb_misuse     
Мальчик играют.,Мальчик играют день.,Мальчик,Мальчик,день,intransitive_verb_misuse     
Собака отдыхает.,Собака отдыхает болезнь.,Собака,Собака,болезнь,intransitive_verb_misuse     
Птица отдыхает.,Птица отдыхает песню.,Птица,Птица,песню,intransitive_verb_misuse     
Они умирает.,Они умирает небо.,Они,Они,небо,intransitive_verb_misuse     
Птица плачет.,Птица плачет проект.,Птица,Птица,проект,intransitive_verb_misuse     
Она работает.,Она работает проект.,Она,Она,проект,intransitive_verb_misuse     
Они плачет.,Они плачет дорогу.,Они,Они,дорогу,intransitive_verb_misuse     
Мальчик спит.,Мальчик спит подушку.,Мальчик,Мальчик,подушку,intransitive_verb_misuse     
Она спит.,Она спит музыку.,Она,Она,музыку,intransitive_verb_misuse     
Ребёнок смеётся.,Ребёнок смеётся проект.,Ребёнок,Ребёнок,проект,intransitive_verb_misuse     
Ребёнок бежит.,Ребёнок бежит шутку.,Ребёнок,Ребёнок,шутку,intransitive_verb_misuse     
Мама плачет.,Мама плачет песню.,Мама,Мама,песню,intransitive_verb_misuse     
Девочка растёт.,Девочка растёт небо.,Девочка,Девочка,небо,intransitive_verb_misuse     
Мама отдыхает.,Мама отдыхает день.,Мама,Мама,день,intransitive_verb_misuse     
Она летит.,Она летит проект.,Она,Она,проект,intransitive_verb_misuse     
Собака работает.,Собака работает дерево.,Собака,Собака,дерево,intransitive_verb_misuse     
Они летит.,Они летит болезнь.,Они,Они,болезнь,intransitive_verb_misuse     
Они спит.,Они спит небо.,Они,Они,небо,intransitive_verb_misuse     
Девочка растёт.,Девочка растёт песню.,Девочка,Девочка,песню,intransitive_verb_misuse     
Мальчик работает.,Мальчик работает небо.,Мальчик,Мальчик,небо,intransitive_verb_misuse     
Они растёт.,Они растёт дерево.,Они,Они,дерево,intransitive_verb_misuse     
Мальчик отдыхает.,Мальчик отдыхает шутку.,Мальчик,Мальчик,шутку,intransitive_verb_misuse     
Она работает.,Она работает музыку.,Она,Она,музыку,intransitive_verb_misuse     
Птица летит.,Птица летит проект.,Птица,Птица,проект,intransitive_verb_misuse     
Девочка умирает.,Девочка умирает дерево.,Девочка,Девочка,дерево,intransitive_verb_misuse     
Ребёнок играют.,Ребёнок играют дорогу.,Ребёнок,Ребёнок,дорогу,intransitive_verb_misuse     
Ребёнок летит.,Ребёнок летит болезнь.,Ребёнок,Ребёнок,болезнь,intransitive_verb_misuse     
Мама работает.,Мама работает песню.,Мама,Мама,песню,intransitive_verb_misuse     
Она умирает.,Она умирает дерево.,Она,Она,дерево,intransitive_verb_misuse     
Он умирает.,Он умирает день.,Он,Он,день,intransitive_verb_misuse     
Бабушка плачет.,Бабушка плачет день.,Бабушка,Бабушка,день,intransitive_verb_misuse     
Девочка летит.,Девочка летит подушку.,Девочка,Девочка,подушку,intransitive_verb_misuse     
Девочка смеётся.,Девочка смеётся музыку.,Девочка,Девочка,музыку,intransitive_verb_misuse     
Ребёнок умирает.,Ребёнок умирает небо.,Ребёнок,Ребёнок,небо,intransitive_verb_misuse     
Собака растёт.,Собака растёт дерево.,Собака,Собака,дерево,intransitive_verb_misuse     
Он отдыхает.,Он отдыхает подушку.,Он,Он,подушку,intransitive_verb_misuse     
Они смеётся.,Они смеётся дерево.,Они,Они,дерево,intransitive_verb_misuse     
Бабушка плачет.,Бабушка плачет дерево.,Бабушка,Бабушка,дерево,intransitive_verb_misuse     
Собака спит.,Собака спит небо.,Собака,Собака,небо,intransitive_verb_misuse     
Она отдыхает.,Она отдыхает дорогу.,Она,Она,дорогу,intransitive_verb_misuse     
Собака спит.,Собака спит день.,Собака,Собака,день,intransitive_verb_misuse     
Мальчик плачет.,Мальчик плачет шутку.,Мальчик,Мальчик,шутку,intransitive_verb_misuse     
Птица работает.,Птица работает проект.,Птица,Птица,проект,intransitive_verb_misuse     
Птица летит.,Птица летит шутку.,Птица,Птица,шутку,intransitive_verb_misuse     
Ребёнок растёт.,Ребёнок растёт болезнь.,Ребёнок,Ребёнок,болезнь,intransitive_verb_misuse     
Птица работает.,Птица работает дорогу.,Птица,Птица,дорогу,intransitive_verb_misuse     
Она бежит.,Она бежит музыку.,Она,Она,музыку,intransitive_verb_misuse     
Они смеётся.,Они смеётся проект.,Они,Они,проект,intransitive_verb_misuse     
Собака спит.,Собака спит день.,Собака,Собака,день,intransitive_verb_misuse     
Девочка растёт.,Девочка растёт проект.,Девочка,Девочка,проект,intransitive_verb_misuse     
Птица плачет.,Птица плачет проект.,Птица,Птица,проект,intransitive_verb_misuse     
Мальчик смеётся.,Мальчик смеётся болезнь.,Мальчик,Мальчик,болезнь,intransitive_verb_misuse     
Он играют.,Он играют подушку.,Он,Он,подушку,intransitive_verb_misuse     
Девочка плачет.,Девочка плачет болезнь.,Девочка,Девочка,болезнь,intransitive_verb_misuse     
Собака играют.,Собака играют проект.,Собака,Собака,проект,intransitive_verb_misuse     
Собака играют.,Собака играют день.,Собака,Собака,день,intransitive_verb_misuse     
Они смеётся.,Они смеётся проект.,Они,Они,проект,intransitive_verb_misuse     
Собака летит.,Собака летит шутку.,Собака,Собака,шутку,intransitive_verb_misuse     
Девочка плачет.,Девочка плачет болезнь.,Девочка,Девочка,болезнь,intransitive_verb_misuse     
Мальчик смеётся.,Мальчик смеётся проект.,Мальчик,Мальчик,проект,intransitive_verb_misuse     
Собака растёт.,Собака растёт песню.,Собака,Собака,песню,intransitive_verb_misuse     
Мальчик бежит.,Мальчик бежит болезнь.,Мальчик,Мальчик,болезнь,intransitive_verb_misuse     
Она растёт.,Она растёт подушку.,Она,Она,подушку,intransitive_verb_misuse     
Ребёнок умирает.,Ребёнок умирает проект.,Ребёнок,Ребёнок,проект,intransitive_verb_misuse     
Она летит.,Она летит болезнь.,Она,Она,болезнь,intransitive_verb_misuse     
Он играют.,Он играют песню.,Он,Он,песню,intransitive_verb_misuse     
Мальчик играют.,Мальчик играют музыку.,Мальчик,Мальчик,музыку,intransitive_verb_misuse     
Мальчик играют.,Мальчик играют музыку.,Мальчик,Мальчик,музыку,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит день.,Ребёнок,Ребёнок,день,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит проект.,Ребёнок,Ребёнок,проект,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит дерево.,Ребёнок,Ребёнок,дерево,intransitive_verb_misuse     
Мальчик отдыхает.,Мальчик отдыхает музыку.,Мальчик,Мальчик,музыку,intransitive_verb_misuse     
Девочка играют.,Девочка играют небо.,Девочка,Девочка,небо,intransitive_verb_misuse     
Мальчик спит.,Мальчик спит день.,Мальчик,Мальчик,день,intransitive_verb_misuse     
Собака растёт.,Собака растёт подушку.,Собака,Собака,подушку,intransitive_verb_misuse     
Птица спит.,Птица спит подушку.,Птица,Птица,подушку,intransitive_verb_misuse     
Мальчик растёт.,Мальчик растёт день.,Мальчик,Мальчик,день,intransitive_verb_misuse     
Птица бежит.,Птица бежит проект.,Птица,Птица,проект,intransitive_verb_misuse     
Мама играют.,Мама играют день.,Мама,Мама,день,intransitive_verb_misuse     
Она смеётся.,Она смеётся подушку.,Она,Она,подушку,intransitive_verb_misuse     
Они играют.,Они играют шутку.,Они,Они,шутку,intransitive_verb_misuse     
Ребёнок отдыхает.,Ребёнок отдыхает проект.,Ребёнок,Ребёнок,проект,intransitive_verb_misuse     
Мама плачет.,Мама плачет болезнь.,Мама,Мама,болезнь,intransitive_verb_misuse     
Мама играют.,Мама играют день.,Мама,Мама,день,intransitive_verb_misuse     
Она растёт.,Она растёт дорогу.,Она,Она,дорогу,intransitive_verb_misuse     
Собака отдыхает.,Собака отдыхает проект.,Собака,Собака,проект,intransitive_verb_misuse     
Девочка умирает.,Девочка умирает день.,Девочка,Девочка,день,intransitive_verb_misuse     
Бабушка плачет.,Бабушка плачет подушку.,Бабушка,Бабушка,подушку,intransitive_verb_misuse     
Он летит.,Он летит подушку.,Он,Он,подушку,intransitive_verb_misuse     
Девочка отдыхает.,Девочка отдыхает подушку.,Девочка,Девочка,подушку,intransitive_verb_misuse     
Мальчик плачет.,Мальчик плачет болезнь.,Мальчик,Мальчик,болезнь,intransitive_verb_misuse     
Он умирает.,Он умирает шутку.,Он,Он,шутку,intransitive_verb_misuse     
Они смеётся.,Они смеётся болезнь.,Они,Они,болезнь,intransitive_verb_misuse     
Он растёт.,Он растёт шутку.,Он,Он,шутку,intransitive_verb_misuse     
Собака играют.,Собака играют дорогу.,Собака,Собака,дорогу,intransitive_verb_misuse     
Ребёнок играют.,Ребёнок играют музыку.,Ребёнок,Ребёнок,музыку,intransitive_verb_misuse     
Они играют.,Они играют день.,Они,Они,день,intransitive_verb_misuse     
Мальчик плачет.,Мальчик плачет подушку.,Мальчик,Мальчик,подушку,intransitive_verb_misuse     
Он летит.,Он летит шутку.,Он,Он,шутку,intransitive_verb_misuse     
Птица играют.,Птица играют шутку.,Птица,Птица,шутку,intransitive_verb_misuse     
Они отдыхает.,Они отдыхает проект.,Они,Они,проект,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит болезнь.,Ребёнок,Ребёнок,болезнь,intransitive_verb_misuse     
Ребёнок летит.,Ребёнок летит подушку.,Ребёнок,Ребёнок,подушку,intransitive_verb_misuse     
Она бежит.,Она бежит проект.,Она,Она,проект,intransitive_verb_misuse     
Девочка работает.,Девочка работает песню.,Девочка,Девочка,песню,intransitive_verb_misuse     
Он работает.,Он работает небо.,Он,Он,небо,intransitive_verb_misuse     
Бабушка смеётся.,Бабушка смеётся день.,Бабушка,Бабушка,день,intransitive_verb_misuse     
Ребёнок умирает.,Ребёнок умирает небо.,Ребёнок,Ребёнок,небо,intransitive_verb_misuse     
Она играют.,Она играют песню.,Она,Она,песню,intransitive_verb_misuse     
Она работает.,Она работает дорогу.,Она,Она,дорогу,intransitive_verb_misuse     
Собака смеётся.,Собака смеётся проект.,Собака,Собака,проект,intransitive_verb_misuse     
Птица растёт.,Птица растёт шутку.,Птица,Птица,шутку,intransitive_verb_misuse     
Мама плачет.,Мама плачет песню.,Мама,Мама,песню,intransitive_verb_misuse     
Мальчик играют.,Мальчик играют небо.,Мальчик,Мальчик,небо,intransitive_verb_misuse     
Они умирает.,Они умирает дорогу.,Они,Они,дорогу,intransitive_verb_misuse     
Птица отдыхает.,Птица отдыхает музыку.,Птица,Птица,музыку,intransitive_verb_misuse     
Птица умирает.,Птица умирает подушку.,Птица,Птица,подушку,intransitive_verb_misuse     
Девочка отдыхает.,Девочка отдыхает небо.,Девочка,Девочка,небо,intransitive_verb_misuse     
Мама отдыхает.,Мама отдыхает дорогу.,Мама,Мама,дорогу,intransitive_verb_misuse     
Она плачет.,Она плачет дерево.,Она,Она,дерево,intransitive_verb_misuse     
Мама отдыхает.,Мама отдыхает день.,Мама,Мама,день,intransitive_verb_misuse     
Девочка летит.,Девочка летит день.,Девочка,Девочка,день,intransitive_verb_misuse     
Он спит.,Он спит небо.,Он,Он,небо,intransitive_verb_misuse     
Мальчик плачет.,Мальчик плачет шутку.,Мальчик,Мальчик,шутку,intransitive_verb_misuse     
Бабушка смеётся.,Бабушка смеётся болезнь.,Бабушка,Бабушка,болезнь,intransitive_verb_misuse     
Собака умирает.,Собака умирает музыку.,Собака,Собака,музыку,intransitive_verb_misuse     
Она плачет.,Она плачет дерево.,Она,Она,дерево,intransitive_verb_misuse     
Бабушка растёт.,Бабушка растёт музыку.,Бабушка,Бабушка,музыку,intransitive_verb_misuse     
Он играют.,Он играют небо.,Он,Он,небо,intransitive_verb_misuse     
Птица играют.,Птица играют день.,Птица,Птица,день,intransitive_verb_misuse     
Бабушка отдыхает.,Бабушка отдыхает день.,Бабушка,Бабушка,день,intransitive_verb_misuse     
Птица играют.,Птица играют проект.,Птица,Птица,проект,intransitive_verb_misuse     
Мальчик летит.,Мальчик летит песню.,Мальчик,Мальчик,песню,intransitive_verb_misuse     
Они плачет.,Они плачет болезнь.,Они,Они,болезнь,intransitive_verb_misuse     
Девочка растёт.,Девочка растёт песню.,Девочка,Девочка,песню,intransitive_verb_misuse     
Он летит.,Он летит день.,Он,Он,день,intransitive_verb_misuse     
Он отдыхает.,Он отдыхает шутку.,Он,Он,шутку,intransitive_verb_misuse     
Птица летит.,Птица летит болезнь.,Птица,Птица,болезнь,intransitive_verb_misuse     
Собака плачет.,Собака плачет дорогу.,Собака,Собака,дорогу,intransitive_verb_misuse     
Он работает.,Он работает день.,Он,Он,день,intransitive_verb_misuse     
Мальчик плачет.,Мальчик плачет дерево.,Мальчик,Мальчик,дерево,intransitive_verb_misuse     
Девочка бежит.,Девочка бежит небо.,Девочка,Девочка,небо,intransitive_verb_misuse     
Ребёнок бежит.,Ребёнок бежит небо.,Ребёнок,Ребёнок,небо,intransitive_verb_misuse     
Девочка смеётся.,Девочка смеётся день.,Девочка,Девочка,день,intransitive_verb_misuse     
Девочка отдыхает.,Девочка отдыхает небо.,Девочка,Девочка,небо,intransitive_verb_misuse     
Бабушка умирает.,Бабушка умирает день.,Бабушка,Бабушка,день,intransitive_verb_misuse     
Мама работает.,Мама работает песню.,Мама,Мама,песню,intransitive_verb_misuse     
Она растёт.,Она растёт проект.,Она,Она,проект,intransitive_verb_misuse     
Мальчик смеётся.,Мальчик смеётся подушку.,Мальчик,Мальчик,подушку,intransitive_verb_misuse     
Собака работает.,Собака работает небо.,Собака,Собака,небо,intransitive_verb_misuse     
Она играют.,Она играют шутку.,Она,Она,шутку,intransitive_verb_misuse     
Он спит.,Он спит шутку.,Он,Он,шутку,intransitive_verb_misuse     
Мама смеётся.,Мама смеётся небо.,Мама,Мама,небо,intransitive_verb_misuse     
Птица смеётся.,Птица смеётся болезнь.,Птица,Птица,болезнь,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит музыку.,Ребёнок,Ребёнок,музыку,intransitive_verb_misuse     
Ребёнок смеётся.,Ребёнок смеётся дорогу.,Ребёнок,Ребёнок,дорогу,intransitive_verb_misuse     
Мама отдыхает.,Мама отдыхает болезнь.,Мама,Мама,болезнь,intransitive_verb_misuse     
Она летит.,Она летит болезнь.,Она,Она,болезнь,intransitive_verb_misuse     
Бабушка отдыхает.,Бабушка отдыхает проект.,Бабушка,Бабушка,проект,intransitive_verb_misuse     
Бабушка играют.,Бабушка играют шутку.,Бабушка,Бабушка,шутку,intransitive_verb_misuse     
Он отдыхает.,Он отдыхает подушку.,Он,Он,подушку,intransitive_verb_misuse     
Мама работает.,Мама работает болезнь.,Мама,Мама,болезнь,intransitive_verb_misuse     
Ребёнок отдыхает.,Ребёнок отдыхает день.,Ребёнок,Ребёнок,день,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит дерево.,Ребёнок,Ребёнок,дерево,intransitive_verb_misuse     
Они играют.,Они играют дерево.,Они,Они,дерево,intransitive_verb_misuse     
Он спит.,Он спит музыку.,Он,Он,музыку,intransitive_verb_misuse     
Птица спит.,Птица спит небо.,Птица,Птица,небо,intransitive_verb_misuse     
Птица спит.,Птица спит музыку.,Птица,Птица,музыку,intransitive_verb_misuse     
Они отдыхает.,Они отдыхает проект.,Они,Они,проект,intransitive_verb_misuse     
Ребёнок умирает.,Ребёнок умирает подушку.,Ребёнок,Ребёнок,подушку,intransitive_verb_misuse     
Мама спит.,Мама спит шутку.,Мама,Мама,шутку,intransitive_verb_misuse     
Ребёнок играют.,Ребёнок играют небо.,Ребёнок,Ребёнок,небо,intransitive_verb_misuse     
Они летит.,Они летит небо.,Они,Они,небо,intransitive_verb_misuse     
Он летит.,Он летит шутку.,Он,Он,шутку,intransitive_verb_misuse     
Птица играют.,Птица играют проект.,Птица,Птица,проект,intransitive_verb_misuse     
Он умирает.,Он умирает день.,Он,Он,день,intransitive_verb_misuse     
Он бежит.,Он бежит музыку.,Он,Он,музыку,intransitive_verb_misuse     
Бабушка играют.,Бабушка играют небо.,Бабушка,Бабушка,небо,intransitive_verb_misuse     
Ребёнок растёт.,Ребёнок растёт день.,Ребёнок,Ребёнок,день,intransitive_verb_misuse     
Мама спит.,Мама спит дорогу.,Мама,Мама,дорогу,intransitive_verb_misuse     
Собака играют.,Собака играют болезнь.,Собака,Собака,болезнь,intransitive_verb_misuse     
Собака работает.,Собака работает болезнь.,Собака,Собака,болезнь,intransitive_verb_misuse     
Собака спит.,Собака спит день.,Собака,Собака,день,intransitive_verb_misuse     
Он работает.,Он работает шутку.,Он,Он,шутку,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит день.,Ребёнок,Ребёнок,день,intransitive_verb_misuse     
Мальчик бежит.,Мальчик бежит дерево.,Мальчик,Мальчик,дерево,intransitive_verb_misuse     
Собака играют.,Собака играют песню.,Собака,Собака,песню,intransitive_verb_misuse     
Он играют.,Он играют подушку.,Он,Он,подушку,intransitive_verb_misuse     
Мама спит.,Мама спит проект.,Мама,Мама,проект,intransitive_verb_misuse     
Мама плачет.,Мама плачет подушку.,Мама,Мама,подушку,intransitive_verb_misuse     
Бабушка летит.,Бабушка летит болезнь.,Бабушка,Бабушка,болезнь,intransitive_verb_misuse     
Они отдыхает.,Они отдыхает подушку.,Они,Они,подушку,intransitive_verb_misuse     
Они отдыхает.,Они отдыхает болезнь.,Они,Они,болезнь,intransitive_verb_misuse     
Он играют.,Он играют подушку.,Он,Он,подушку,intransitive_verb_misuse     
Она растёт.,Она растёт дорогу.,Она,Она,дорогу,intransitive_verb_misuse     
Она растёт.,Она растёт небо.,Она,Она,небо,intransitive_verb_misuse     
Мама плачет.,Мама плачет небо.,Мама,Мама,небо,intransitive_verb_misuse     
Мальчик работает.,Мальчик работает песню.,Мальчик,Мальчик,песню,intransitive_verb_misuse     
Птица летит.,Птица летит день.,Птица,Птица,день,intransitive_verb_misuse     
